MEDIA_ID,MEDIA_NAME,CNT,TIME(2017/11/02 11:04:44.734),TIMETICK(f=3507505),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,
8,White Screen 1,0,0.00000,88973527084,0.38267,0.10369,0.00000,0.00000,1,1,0.37777,0.12101,1,0.38177,0.09074,0,,0.26553,0.28192,17.06393,0.93529,1,0.63559,0.29812,17.48885,0.93529,1,0,0.00000,6,,
8,White Screen 1,1,0.01636,88973584434,0.38228,0.10274,0.00000,0.01636,1,1,0.37846,0.09325,1,0.38177,0.09074,0,,0.26535,0.28149,17.13134,0.93529,1,0.63513,0.29971,18.26933,0.93529,1,0,0.00000,6,,
8,White Screen 1,2,0.03288,88973642409,0.38197,0.10033,0.00000,0.03288,1,1,0.37850,0.07379,1,0.38177,0.09074,0,,0.26535,0.28149,17.13134,0.94237,1,0.63533,0.29770,17.61883,0.94991,1,0,0.00000,6,,
8,White Screen 1,3,0.04922,88973699696,0.38200,0.09975,0.00000,0.04923,1,1,0.38240,0.09281,1,0.38177,0.09074,0,,0.26550,0.28229,17.09772,0.95698,1,0.63569,0.29825,17.58838,0.96452,1,0,0.00000,6,,
8,White Screen 1,4,0.06573,88973757632,0.38182,0.09788,0.00000,0.06574,1,1,0.37950,0.07353,1,0.38177,0.09074,0,,0.26544,0.28211,17.07969,0.97160,1,0.63559,0.29812,17.48885,0.97913,1,0,0.00000,6,,
8,White Screen 1,5,0.08218,88973815346,0.38167,0.09625,0.00000,0.08219,1,1,0.37950,0.07353,1,0.38177,0.09074,0,,0.26544,0.28211,17.07969,0.97913,1,0.63559,0.29812,17.48885,0.97913,1,0,0.00000,6,,
8,White Screen 1,6,0.09862,88973872941,0.38218,0.09311,0.00000,0.09862,1,1,0.38983,0.04596,1,0.38177,0.09074,0,,0.26553,0.28153,16.91529,0.97206,1,0.63629,0.30045,18.08886,0.96452,1,0,0.00000,6,,
8,White Screen 1,7,0.11499,88973930382,0.38311,0.09375,0.00000,0.11499,1,1,0.39799,0.10408,1,0.38177,0.09074,0,,0.26558,0.28150,16.96354,0.95744,1,0.63655,0.30002,17.96882,0.94991,1,0,0.00000,6,,
8,White Screen 1,8,0.13124,88973987387,0.38392,0.09539,0.00000,0.13124,1,1,0.39772,0.12323,1,0.38177,0.09074,0,,0.26558,0.28150,16.96354,0.94283,1,0.63665,0.30019,17.75950,0.93529,1,0,0.00000,6,,
8,White Screen 1,9,0.14780,88974045451,0.38483,0.09614,0.00000,0.14780,1,1,0.40115,0.10958,1,0.38177,0.09074,0,,0.26568,0.28143,17.00375,0.93529,1,0.63666,0.30002,17.92310,0.93529,1,0,0.00000,6,,
8,White Screen 1,10,0.16522,88974106599,0.38510,0.09579,0.00000,0.16522,1,1,0.39020,0.08911,1,0.38177,0.09074,0,,0.26531,0.28103,17.14773,0.93529,1,0.63568,0.29893,18.41860,0.93529,1,0,0.00000,6,,
8,White Screen 1,11,0.18091,88974161587,0.38535,0.09454,0.00000,0.18091,1,1,0.39039,0.06950,1,0.38177,0.09074,0,,0.26531,0.28103,17.14773,0.94237,1,0.63567,0.29858,18.35395,0.94991,1,0,0.00000,6,,
8,White Screen 1,12,0.19713,88974218466,0.38514,0.09475,0.00000,0.19713,1,1,0.38076,0.09922,1,0.38177,0.09074,0,,0.26597,0.28357,18.49927,0.95698,1,0.63558,0.29977,18.50436,0.96452,1,0,0.00000,6,,
8,White Screen 1,13,0.21365,88974276453,0.38438,0.10020,0.00000,0.21366,1,1,0.36767,0.22019,1,0.38177,0.09074,0,,0.26691,0.28971,18.69642,0.97160,1,0.63616,0.30404,18.04248,0.97913,1,0,0.00000,6,,
8,White Screen 1,14,0.22992,88974333515,0.38363,0.10452,0.00000,0.22992,1,1,0.36643,0.20371,1,0.38177,0.09074,0,,0.26716,0.28943,18.41688,0.98621,1,0.63632,0.30456,18.11433,0.99375,1,0,0.00000,6,,
8,White Screen 1,15,0.24637,88974391178,0.38367,0.11115,0.00000,0.24637,1,1,0.38466,0.27047,1,0.38177,0.09074,0,,0.26659,0.29075,18.82433,0.99375,1,0.63627,0.30678,18.42737,0.99375,1,0,0.00000,6,,
8,White Screen 1,16,0.26292,88974449255,0.38337,0.11731,0.00000,0.26293,1,1,0.37569,0.27133,1,0.38177,0.09074,0,,0.26610,0.29056,19.19467,0.99375,1,0.63604,0.30612,18.50368,0.99375,1,0,0.00000,6,,
8,White Screen 1,17,0.27922,88974506452,0.38490,0.15743,0.00000,0.26293,1,0,0.37633,0.28277,1,0.38177,0.09074,0,,0.26637,0.29052,19.44370,0.98667,1,0.63617,0.30588,18.15274,0.97913,1,0,0.00000,6,,
8,White Screen 1,18,0.29579,88974564567,0.38799,0.22927,0.00000,0.26293,1,0,0.39107,0.30112,1,0.38177,0.09074,0,,0.26550,0.28921,18.94697,0.97206,1,0.63558,0.30582,18.13977,0.96452,1,0,0.00000,6,,
8,White Screen 1,19,0.31216,88974621993,0.38521,0.26203,0.00000,0.26293,1,0,0.37964,0.32753,1,0.38177,0.09074,0,,0.26572,0.28946,19.14038,0.95744,1,0.63609,0.30599,18.24713,0.94991,1,0,0.00000,6,,
8,White Screen 1,20,0.32854,88974679397,0.38383,0.32383,0.00000,0.26293,1,0,0.38079,0.34283,1,0.38177,0.09074,0,,0.26568,0.28960,19.12785,0.94283,1,0.63610,0.30607,18.23682,0.93529,1,0,0.00000,6,,
8,White Screen 1,21,0.34505,88974737308,0.38346,0.33023,0.00000,0.26293,1,0,0.38309,0.33664,1,0.38177,0.09074,0,,0.26491,0.28939,19.36197,0.93529,1,0.63500,0.30558,18.33664,0.93529,1,0,0.00000,6,,
8,White Screen 1,22,0.36154,88974795174,0.38686,0.33747,0.00000,0.26293,1,0,0.39366,0.35196,1,0.38177,0.09074,0,,0.26494,0.28931,19.61852,0.93529,1,0.63485,0.30497,18.61271,0.93529,1,0,0.00000,6,,
8,White Screen 1,23,0.37785,88974852388,0.38856,0.34010,0.32854,0.04932,2,1,0.39368,0.34796,1,0.38177,0.09074,0,,0.26486,0.28943,19.84040,0.93529,1,0.63487,0.30498,18.52629,0.94283,1,0,0.00000,6,,
8,White Screen 1,24,0.39429,88974910005,0.38776,0.33853,0.32854,0.06575,2,1,0.38454,0.33225,1,0.38177,0.09074,0,,0.26378,0.28916,19.65975,0.94283,1,0.63383,0.30431,18.47898,0.95037,1,0,0.00000,6,,
8,White Screen 1,25,0.41093,88974968409,0.38402,0.33428,0.32854,0.08240,2,1,0.36534,0.31304,1,0.38177,0.09074,0,,0.26358,0.28885,19.52760,0.95037,1,0.63390,0.30458,18.71795,0.95790,1,0,0.00000,6,,
8,White Screen 1,26,0.42717,88975025378,0.38117,0.32904,0.32854,0.09863,2,1,0.36402,0.29761,1,0.38177,0.09074,0,,0.26344,0.28921,19.35797,0.96498,1,0.63390,0.30458,18.71795,0.97252,1,0,0.00000,6,,
8,White Screen 1,27,0.44354,88975082771,0.38012,0.32662,0.32854,0.11501,2,1,0.37276,0.30964,1,0.38177,0.09074,0,,0.26235,0.28888,19.52532,0.97959,1,0.63246,0.30474,18.81796,0.97959,1,0,0.00000,6,,
8,White Screen 1,28,0.46004,88975140657,0.38110,0.32218,0.32854,0.13150,2,1,0.38900,0.28672,1,0.38177,0.09074,0,,0.26226,0.28907,19.48251,0.98667,1,0.63219,0.30417,18.54631,0.98667,1,0,0.00000,6,,
8,White Screen 1,29,0.47641,88975198096,0.38189,0.31864,0.32854,0.14787,2,1,0.38900,0.28672,1,0.38177,0.09074,0,,0.26231,0.28976,19.76928,0.98667,1,0.63219,0.30421,18.56891,0.98667,1,0,0.00000,6,,
8,White Screen 1,30,0.49461,88975261949,0.38159,0.31587,0.32854,0.16608,2,1,0.37861,0.28817,1,0.38177,0.09074,0,,0.26183,0.28977,18.99023,0.97959,1,0.63144,0.30422,18.24844,0.97959,1,0,0.00000,6,,
8,White Screen 1,31,0.50928,88975313376,0.38042,0.31592,0.32854,0.18074,2,1,0.36752,0.31650,1,0.38177,0.09074,0,,0.26127,0.29036,19.35506,0.97252,1,0.63109,0.30472,18.51741,0.97252,1,0,0.00000,6,,
8,White Screen 1,32,0.52577,88975371236,0.37948,0.31653,0.32854,0.19724,2,1,0.36814,0.32381,1,0.38177,0.09074,0,,0.26110,0.29081,19.61348,0.96544,1,0.63118,0.30463,18.40840,0.96544,1,0,0.00000,6,,
