MEDIA_ID,MEDIA_NAME,CNT,TIME(2017/11/14 11:30:01.414),TIMETICK(f=3507505),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,
8,White Screen 1,0,0.00000,94301950353,0.38147,1.10562,0.00000,0.00000,1,1,0.37538,1.11666,1,0.35938,0.10000,0,,0.34189,0.43371,18.66484,1.03197,1,0.66582,0.42269,19.10994,1.03197,1,0,0.00000,6,,
8,White Screen 1,1,0.01660,94302008631,0.38364,1.10520,0.00000,0.01660,1,1,0.40104,1.10184,1,0.35990,0.10000,0,,0.34156,0.43365,19.01276,1.03197,1,0.66564,0.42256,19.42802,1.03197,1,0,0.00000,6,,
8,White Screen 1,2,0.03345,94302067673,0.38535,1.10487,0.00000,0.03345,1,1,0.40072,1.10193,1,0.35990,0.10000,0,,0.34141,0.43349,18.97771,1.05221,1,0.66544,0.42241,19.37069,1.03400,1,0,0.00000,6,,
8,White Screen 1,3,0.04938,94302123604,0.38603,1.10592,0.00000,0.04938,1,1,0.39288,1.11645,1,0.35990,0.10000,0,,0.34083,0.43343,18.94261,1.05424,1,0.66485,0.42132,19.16394,1.03603,1,0,0.00000,6,,
8,White Screen 1,4,0.06567,94302180863,0.38420,1.10528,0.00000,0.06567,1,1,0.36401,1.09817,1,0.35990,0.10000,0,,0.34024,0.43319,18.60798,1.05627,1,0.66424,0.42081,19.19453,1.03807,1,0,0.00000,6,,
8,White Screen 1,5,0.08228,94302238930,0.38263,1.10474,0.00000,0.08227,1,1,0.36379,1.09825,1,0.35990,0.10000,0,,0.33989,0.43323,18.90508,1.04741,1,0.66393,0.42071,19.43155,1.04741,1,0,0.00000,6,,
8,White Screen 1,6,0.09857,94302296205,0.38175,1.10509,0.00000,0.09857,1,1,0.37038,1.10963,1,0.35990,0.10000,0,,0.33807,0.43379,18.92390,1.03651,1,0.66186,0.42057,19.11135,1.05472,1,0,0.00000,6,,
8,White Screen 1,7,0.11530,94302354858,0.38092,1.10492,0.00000,0.11529,1,1,0.36919,1.10256,1,0.35990,0.10000,0,,0.33685,0.43362,19.19155,1.04382,1,0.66068,0.42044,19.23419,1.06202,1,0,0.00000,6,,
8,White Screen 1,8,0.13141,94302411371,0.38008,1.10476,0.00000,0.13141,1,1,0.36751,1.10240,1,0.35990,0.10000,0,,0.33653,0.43338,19.23323,1.06202,1,0.66024,0.42003,19.37772,1.08023,1,0,0.00000,6,,
8,White Screen 1,9,0.14801,94302469473,0.38272,1.08851,0.00000,0.14801,1,1,0.42492,0.82848,1,0.35990,0.10000,0,,0.33662,0.42601,18.90459,1.09113,1,0.65971,0.41220,19.30158,1.09113,1,0,0.00000,6,,
8,White Screen 1,10,0.16437,94302526922,0.38529,1.06264,0.00000,0.16437,1,1,0.42911,0.62292,1,0.35990,0.10000,0,,0.33707,0.42037,19.07217,1.10202,1,0.65898,0.40519,18.85428,1.10202,1,0,0.00000,6,,
8,White Screen 1,11,0.18079,94302584431,0.39063,1.00162,0.00000,0.16437,1,0,0.42866,0.62018,1,0.35990,0.10000,0,,0.33724,0.41932,19.24399,1.10202,1,0.65909,0.40512,19.23864,1.11340,1,0,0.00000,6,,
8,White Screen 1,12,0.19727,94302642327,0.42192,0.77225,0.00000,0.16437,1,0,0.45321,0.54289,1,0.35990,0.10000,0,,0.33660,0.41725,19.28215,1.10250,1,0.65861,0.40233,19.06060,1.11388,1,0,0.00000,6,,
8,White Screen 1,13,0.21375,94302700172,0.42203,0.71167,0.00000,0.16437,1,0,0.42225,0.59049,1,0.35990,0.10000,0,,0.33599,0.41713,19.27830,1.10299,1,0.65846,0.40199,19.53224,1.11436,1,0,0.00000,6,,
8,White Screen 1,14,0.23010,94302757532,0.43301,0.57773,0.00000,0.16437,1,0,0.42356,0.59982,1,0.35990,0.10000,0,,0.33561,0.41693,19.48165,1.09413,1,0.65819,0.40175,19.26054,1.08437,1,0,0.00000,6,,
8,White Screen 1,15,0.24768,94302819232,0.41273,0.58506,0.00000,0.16437,1,0,0.39245,0.59240,1,0.35990,0.10000,0,,0.33416,0.41724,19.38394,1.07503,1,0.65728,0.40177,19.25499,1.05390,1,0,0.00000,6,,
8,White Screen 1,16,0.26282,94302872352,0.42403,0.58679,0.00000,0.16437,1,0,0.44664,0.59024,1,0.35990,0.10000,0,,0.33400,0.41800,19.22243,1.04456,1,0.65712,0.40241,19.08941,1.02343,1,0,0.00000,6,,
8,White Screen 1,17,0.27954,94302930844,0.42969,0.58970,0.23010,0.04944,2,1,0.44665,0.59844,1,0.35990,0.10000,0,,0.33382,0.41857,19.44321,1.02343,1,0.65705,0.40285,19.12981,1.01205,1,0,0.00000,6,,
8,White Screen 1,18,0.29590,94302988254,0.42890,0.59639,0.23010,0.06580,2,1,0.42577,0.62314,1,0.35990,0.10000,0,,0.33462,0.41919,19.30601,1.02139,1,0.65808,0.40344,19.18126,1.03114,1,0,0.00000,6,,
8,White Screen 1,19,0.31226,94303045638,0.42652,0.59764,0.23010,0.08215,2,1,0.41461,0.60387,1,0.35990,0.10000,0,,0.33525,0.41960,19.24000,1.04049,1,0.65878,0.40372,19.25953,1.05024,1,0,0.00000,6,,
8,White Screen 1,20,0.32874,94303103459,0.42475,0.59785,0.23010,0.09863,2,1,0.41416,0.59913,1,0.35990,0.10000,0,,0.33543,0.41966,19.36560,1.05024,1,0.65921,0.40382,18.94018,1.05999,1,0,0.00000,6,,
8,White Screen 1,21,0.34509,94303160946,0.42576,0.59513,0.23010,0.11499,2,1,0.43277,0.57608,1,0.35990,0.10000,0,,0.33707,0.42020,19.41300,1.05065,1,0.66090,0.40468,18.86289,1.05065,1,0,0.00000,6,,
8,White Screen 1,22,0.36145,94303218271,0.42659,0.59555,0.23010,0.13135,2,1,0.43328,0.59890,1,0.35990,0.10000,0,,0.33742,0.42007,19.15640,1.04131,1,0.66139,0.40515,18.92068,1.04131,1,0,0.00000,6,,
8,White Screen 1,23,0.37787,94303275731,0.42731,0.59612,0.23010,0.14777,2,1,0.43379,0.60126,1,0.35990,0.10000,0,,0.33763,0.42027,19.17603,1.04131,1,0.66170,0.40539,18.85346,1.03156,1,0,0.00000,6,,
8,White Screen 1,24,0.39435,94303333548,0.42574,0.59617,0.23010,0.16425,2,1,0.41006,0.59668,1,0.35990,0.10000,0,,0.33924,0.42054,19.16331,1.04090,1,0.66327,0.40672,18.73097,1.03114,1,0,0.00000,6,,
8,White Screen 1,25,0.41071,94303390937,0.42502,0.59781,0.23010,0.18060,2,1,0.41703,0.61583,1,0.35990,0.10000,0,,0.34049,0.42038,18.91925,1.04049,1,0.66450,0.40719,18.70469,1.03073,1,0,0.00000,6,,
8,White Screen 1,26,0.42725,94303449016,0.42440,0.59921,0.23010,0.19714,2,1,0.41705,0.61603,1,0.35990,0.10000,0,,0.34106,0.42045,19.27694,1.04007,1,0.66518,0.40707,18.71526,1.03032,1,0,0.00000,6,,
8,White Screen 1,27,0.44360,94303506462,0.42486,0.60196,0.23010,0.21350,2,1,0.43079,0.63766,1,0.35990,0.10000,0,,0.34368,0.41917,18.78651,1.03032,1,0.66777,0.40699,18.63818,1.03032,1,0,0.00000,6,,
8,White Screen 1,28,0.46008,94303564096,0.42603,0.60321,0.23010,0.22998,2,1,0.44235,0.62068,1,0.35990,0.10000,0,,0.34513,0.41876,18.98345,1.03032,1,0.66900,0.40709,18.47030,1.03032,1,0,0.00000,6,,
8,White Screen 1,29,0.47662,94303622229,0.42706,0.60458,0.23010,0.24652,2,1,0.44257,0.62514,1,0.35990,0.10000,0,,0.34531,0.41875,19.01304,1.02098,1,0.66941,0.40711,18.47651,1.02098,1,0,0.00000,6,,
8,White Screen 1,30,0.49286,94303679177,0.42802,0.60542,0.23010,0.26276,2,1,0.44330,0.61883,1,0.35990,0.10000,0,,0.34666,0.41880,18.94318,1.01164,1,0.67040,0.40785,18.48041,1.01164,1,0,0.00000,6,,
8,White Screen 1,31,0.50940,94303737118,0.42842,0.61398,0.23010,0.27930,2,1,0.43530,0.75961,1,0.35990,0.10000,0,,0.34867,0.42344,18.58596,1.00230,1,0.67084,0.41255,18.59848,1.00230,1,0,0.00000,6,,
8,White Screen 1,32,0.52576,94303794514,0.42877,0.62172,0.23010,0.29565,2,1,0.43511,0.76104,1,0.35990,0.10000,0,,0.34931,0.42536,18.51032,0.99296,1,0.67096,0.41423,18.58053,1.00271,1,0,0.00000,6,,
8,White Screen 1,33,0.54218,94303852162,0.43786,0.68641,0.23010,0.29565,2,0,0.51370,1.18523,1,0.35990,0.10000,0,,0.35363,0.43856,17.59559,1.00271,1,0.67248,0.42697,18.44118,1.01246,1,0,0.00000,6,,
8,White Screen 1,34,0.55878,94303910393,0.47475,0.96573,0.23010,0.29565,2,0,0.51163,1.24504,1,0.35990,0.10000,0,,0.35407,0.43999,17.04894,1.01246,1,0.67302,0.42860,18.20237,1.02222,1,0,0.00000,6,,
